corrigendum_id	printed_target	target_layer	target_anchors	source_line_ids	source_pages	source_entry_lines	routing_status	canonical_Arabic_change
S01-E077	297	Part I Latin translation/notes	"[""AB01-PDF0386""]"	"[""AB01-PDF0087-body-L013"", ""AB01-PDF0087-body-L014"", ""AB01-PDF0087-body-L015"", ""AB01-PDF0087-body-L016"", ""AB01-PDF0087-body-L017"", ""AB01-PDF0087-body-L018"", ""AB01-PDF0087-body-L019"", ""AB01-PDF0087-body-L020""]"	[87]	"[""297,18: Stationum lunarium in prognosticis astrologicis usum exponunt <n>Albohazen Haly</n>,"", ""<i>De iudiciis astrorum</i>, Basileae 1571, pars VII, cap. 101, p. 342–46 (« de electionibus"", ""« secundum motum Lunae per mansiones »), et <n>al-Būnī</n>, <i>Shams al-ma‘ārif</i> (de scien-"", ""tiis magicis), [Kahirae] 1291 heg., t. I, p. 16–24, qui etiam (p. 23–24) excerpta praebet"", ""ex dictis veterum Arabum (<i>asǵā‘ al-‘arab</i>) iuxta quemdam al-Kindī: <ar>قال بعضهم قرأت على"", ""شيخنا الكندي رحمه الله تعالى قال قرأت على ابي منصور الحوالة قال بلغني عن ابي محمد المناوي انه قال تقول العرب الخ</ar>."", ""— Peculiarem de electionibus iuxta stationes lunares libellum (<i>al-ikhtiyārāt ‘alà ma-"", ""nāzil al-qamar</i>) scripserat <n>Abū Ma‘shar</n>.""]"	REGISTERED_NOT_APPLIED	none
S01-E078	297	Part I Latin translation/notes	"[""AB01-PDF0386""]"	"[""AB01-PDF0087-body-L021"", ""AB01-PDF0087-body-L022"", ""AB01-PDF0087-body-L023"", ""AB01-PDF0087-body-L024"", ""AB01-PDF0087-body-L025"", ""AB01-PDF0087-body-L026"", ""AB01-PDF0087-body-L027"", ""AB01-PDF0087-body-L028"", ""AB01-PDF0087-body-L029"", ""AB01-PDF0087-body-L030"", ""AB01-PDF0087-body-L031"", ""AB01-PDF0087-body-L032"", ""AB01-PDF0087-body-L033"", ""AB01-PDF0087-body-L034"", ""AB01-PDF0087-body-L035""]"	[87]	"[""297,<i>e</i>: Duo exempla vocis <i>mizāǵ</i> hoc sensu usurpatae, apud <n>Steinschneider</n>, <i>Zur Gesch."", ""der Uebersetzungen aus dem Indischen</i>, in Zeitschr. d. deutschen morgenländ. Gesell-"", ""schaft, t. XXV, 1871, p. 400; qui praeterea <i>mimsāk kōl kōkāb</i> « mixtionem cuiusque"", ""« stellae », nempe situm, memorat in scriptis Hebraicis <n>Abrāhām ibn ‘Ezrā</n> (m. Fe-"", ""bruario 1167) occurrere. Sed falso <i>al-mumāzaǵāt</i> (titulum cuiusdam libri Abū Ma‘shar"", ""iuxta Ibn al-Qifṭī) et <i>al-mumāzaǵāt bi ’l-ittiṣālāt</i> comparat; nam hae sunt « [planeta-"", ""« rum] commixtiones ex applicationibus [exorientes] », seu <i>aspectus</i> planetarum ad in-"", ""vicem (oppositio, quadratura, trinus, sextilis), de quibus <n>al-Battānī</n> cap. LIV, p. 129 sqq."", ""— In edit. Lippert p. 154, ex aliorum fortasse codicum auctoritate, titulus illius libri"", ""Abū Ma‘shar est <i>al-mizāǵāt</i>, sicut apud <n>an-Nadīm</n> p. 277, l. 17 (in vers. Suter p. 32:"", ""« Das Buch der Temperamente »). Si vera est haec lectio, <i>mizāǵ</i> est eodem sensu quo"", ""<i>mumāzaǵah</i>, i. e. tanquam nomen actionis III formae, accipiendus. — Prior caput (<i>faṣl</i>)"", ""quinti tractatus ineditae Introductionis in iudicia (<i>al-madkhal fī ’l-aḥkām</i>), cuius auctor"", ""<n>aṣ-Ṣūfī</n>, est « de planetarum commixtionibus et de expositione rationum iudiciorum »"", ""(<i>fī mumāzaǵāt al-kawākib wa dhikr ṭuruq al-aḥkām</i>).""]"	REGISTERED_NOT_APPLIED	none
S01-E079	301	Part I Latin translation/notes	"[""AB01-PDF0390""]"	"[""AB01-PDF0087-body-L036"", ""AB01-PDF0087-body-L037"", ""AB01-PDF0087-body-L038"", ""AB01-PDF0087-body-L039""]"	[87]	"[""301,16: Titulus libri Ptolemaei ab al-Bīrūnī memorati, congruit cum nr. 24 operum a <n>Ghe-"", ""rardo Cremonensi</n> ex Arabico translatorum, iuxta catalogum a Boncompagni (1) edi-"", ""tum: « <i>Liber introductorius ptolomei ad artem spericam</i> ». Ex eodem Ptolemaei libro"", ""(<i>al-madkhal ilà ’ṣ-ṣinā‘ah al-kurriyyah</i>) locum affert <n>al-Mas‘ūdī</n>, <i>Tanbīh</i>, p. 69–70.""]"	REGISTERED_NOT_APPLIED	none
S01-E080	301–302	Part I Latin translation/notes	"[""AB01-PDF0390"", ""AB01-PDF0391""]"	"[""AB01-PDF0087-body-L040"", ""AB01-PDF0087-body-L041"", ""AB01-PDF0087-body-L042"", ""AB01-PDF0087-body-L043"", ""AB01-PDF0088-body-L001"", ""AB01-PDF0088-body-L002"", ""AB01-PDF0088-body-L003"", ""AB01-PDF0088-body-L004"", ""AB01-PDF0088-body-L005"", ""AB01-PDF0088-body-L006"", ""AB01-PDF0088-body-L007"", ""AB01-PDF0088-body-L008"", ""AB01-PDF0088-body-L009"", ""AB01-PDF0088-body-L010"", ""AB01-PDF0088-body-L011""]"	[87, 88]	"[""301–302: Tribus aliis codicibus collatis, quos p. LXVIII recensui, meliores illius loci <n>Thābit"", ""ibn Qurrah</n> lectiones praebere possum; errores manifestos amanuensium negligo. Quan-"", ""titatibus obliquitatis eclipticae iuxta Indos, Ptolemaeum et astronomos khalifae al-Ma’mūn"", ""relatis, auctor ita pergit: « Huic verò motui praedicto accidit ut inveniatur tardae di-"", ""« versitatis et velocis diversitatis; et est illud quoniam quum caput Arietis fuerit super"", ""« 90 gradus sui circuli parvi ab aequatore diei in duabus partibus septentrionis et me-"", ""« ridiei, erit accessio tunc velocis motus. Et similiter invenerunt consideratores; et illud"", ""« est quod..... ». Sequuntur quae impressa sunt p. 301–302. In iis p. 301, ult. l., pro « <i>re-"", ""« cepit</i> », A, B, F « <i>reperit</i> »; p. 302, l. 1, pro « <i>quatenus</i> » « <i>quoniam</i> »; l. 2–3 pro"", ""« <i>moventur</i> » « <i>moverentur</i> ». Quae omisi loco punctis indicato sunt: « et excepit se-"", ""« cundum [om. A, V] Abrachis in 300 fere annis fere diem unum in tempore anni »."", ""L. 6 recte A, B « <i>aequatori</i> »; l. 7-8, vera lectio « <i>necessario igitur facta est</i> »; l. 9"", ""melius A, B, F « <i>non procedere secundum</i> », postea vera lectio « <i>proportionem</i> »; l. 10"", ""« <i>si ergo fuerit</i> », et in fine lineae A, B, F recte « <i>tunc</i> » pro « <i>et</i> »; l. 13, A, B, F"", ""« <i>operatio</i> », et lectionem « <i>perfecisset</i> » confirmant.""]"	REGISTERED_NOT_APPLIED	none
S01-E081	305–306	Part I Latin translation/notes	"[""AB01-PDF0394"", ""AB01-PDF0395""]"	"[""AB01-PDF0088-body-L012"", ""AB01-PDF0088-body-L013"", ""AB01-PDF0088-body-L014"", ""AB01-PDF0088-body-L015"", ""AB01-PDF0088-body-L016"", ""AB01-PDF0088-body-L017""]"	[88]	"[""305–306: <n>Al-Būnī</n> I, 28, post moles septem planetarum indicatas, narrat: « Nostrorum sa-"", ""« pientum quidam dixit corpus (<i>ǵirm</i>) Solis 15 esse graduum ante totidemque retro, cor-"", ""« pus Lunae 12 ante totidemque retro, Martis 8 ante totidemque retro, Veneris 7 ante"", ""« totidemque retro, ac ita quoque Mercurii. Deus Altissimus melius haec scit ». Saturnus"", ""et Iupiter omissi videntur editoris incuria; sed manifeste al-Būnī suum fontem non intel-"", ""lexit, vim radiorum in applicationibus exponentem.""]"	REGISTERED_NOT_APPLIED	none
S01-E082	309	Part I Latin translation/notes	"[""AB01-PDF0398""]"	"[""AB01-PDF0088-body-L018"", ""AB01-PDF0088-body-L019"", ""AB01-PDF0088-body-L020"", ""AB01-PDF0088-body-L021"", ""AB01-PDF0088-body-L022"", ""AB01-PDF0088-body-L023"", ""AB01-PDF0088-body-L024""]"	[88]	"[""309, adn. 2: Titulum libri Hermetis esse <i>al-‘arḍ</i> « librum latitudinis », ex eo patet quod"", ""<n>an-Nadīm</n>, <i>al-Fihrist</i> p. 267, Hermetis memorat <ar>كتاب عرض مفتاح النجوم الاول</ar> « librum"", ""« primum latitudinis clavis stellarum », et <ar>كتاب طول مفتاح النجوم الثاني</ar> « librum secundum"", ""« longitudinis clavis stellarum » (1). In titulo secundi libri apud <n>Ibn al-Qifṭī</n> ed. Lip-"", ""pert p. 349, vox <ar>طول</ar> « longitudinis » omittitur. — In versione commentarii ‘Alī ibn Riḍ-"", ""wān in Tetrabiblum, <i>liber accidentium, l. accidentis, l. de accidentibus, l. latitudinis</i>;"", ""locos collegit <n>Steinschneider</n> ad <n>Baldi</n> p. 473 (minus bene in extr. p. 43).""]"	REGISTERED_NOT_APPLIED	none
S01-E083	309	Part I Latin translation/notes	"[""AB01-PDF0398""]"	"[""AB01-PDF0088-body-L025""]"	[88]	"[""309, adn. 5, pro <i>Reiss</i> l. <i>Riess</i>.""]"	REGISTERED_NOT_APPLIED	none
S01-E084	309–310	Part I Latin translation/notes	"[""AB01-PDF0398"", ""AB01-PDF0399""]"	"[""AB01-PDF0088-body-L026"", ""AB01-PDF0088-body-L027"", ""AB01-PDF0088-body-L028"", ""AB01-PDF0088-body-L029"", ""AB01-PDF0088-body-L030"", ""AB01-PDF0088-body-L031"", ""AB01-PDF0088-body-L032"", ""AB01-PDF0088-body-L033"", ""AB01-PDF0088-body-L034""]"	[88]	"[""309–310: Rationem <n>Valentis</n> in radiationibus a Ptolemaica non differre testantur <n>az-Zar-"", ""qālī</n> l. c.: « et por esta obra obraua Uuelius el egiptiano en los echamientos de los ra-"", ""« yos. et es la oppinion de Ptolomeo », et <n>Rabiçag</n> l. c.: « et segund esto obraua en"", ""« echamiento de los rayos Vellix ell egipciano. que es opinion de Ptolomeo. Et esto es"", ""« lo que dixo Abumassal [Abū Ma‘shar] et Abuzac Azarquiel [Abū Isḥāq az-Zarqālī] »."", ""At in indice capitum libri <i>al-bāri‘</i>, cuius auctor <n>Abū Naṣr al-Qummī</n> (circa 360 heg.,"", ""971 Chr.), apud <n>Ahlwardt</n>, <i>Verzeichniss</i>, t. V, p. 148,b, nr. 5661, duo capita occur-"", ""runt, alterum « de proiectione radiorum iuxta rationem Ptolemaei », alterum « de pro-"", ""« iectione radiorum iuxta Valentem ».""]"	REGISTERED_NOT_APPLIED	none
S01-E085	322	Part I Latin translation/notes	"[""AB01-PDF0411""]"	"[""AB01-PDF0088-body-L035"", ""AB01-PDF0088-body-L036"", ""AB01-PDF0088-body-L037"", ""AB01-PDF0088-body-L038""]"	[88]	"[""322, in fine adn. <i>a</i>: Re vera in Hispanica versione (cui quoque hae adpendices desunt), f. 63,v.,"", ""inter tabulas parallaxium Lunae in climatibus et tabulas mediorum motuum planetarum"", ""occurrit <i>Capitulo de saber quando es la planeta endereçada y quando es estacionaria"", ""y quando es retrograda</i> (probabiliter adp. D spuria codicis Arabici).""]"	REGISTERED_NOT_APPLIED	none
S01-E086	326	Part I Latin translation/notes	"[""AB01-PDF0415""]"	"[""AB01-PDF0088-body-L039"", ""AB01-PDF0088-body-L040"", ""AB01-PDF0088-body-L041"", ""AB01-PDF0089-body-L001"", ""AB01-PDF0089-body-L002"", ""AB01-PDF0089-body-L003"", ""AB01-PDF0089-body-L004"", ""AB01-PDF0089-body-L005"", ""AB01-PDF0089-body-L006"", ""AB01-PDF0089-body-L007"", ""AB01-PDF0089-body-L008"", ""AB01-PDF0089-body-L009"", ""AB01-PDF0089-body-L010"", ""AB01-PDF0089-body-L011"", ""AB01-PDF0089-body-L012"", ""AB01-PDF0089-body-L013"", ""AB01-PDF0089-body-L014""]"	[88, 89]	"[""326: Apud Arabes Orientales verbum « <i>denominare</i> » nonnisi in fractionibus usurpari vide-"", ""tur; ita in Algebra <n>‘Omar al-Khayyāmī</n> (2), p. 42, l. 6 textus: <ar>فان جزء كل عدد هو"", ""الجزء المسمى لذلك العدد كالثلث من الثلاثة</ar> (p. 69 vers.: « la partie d’un nombre est la partie dé-"", ""« nommée d’après ce nombre, comme le tiers d’après trois »); ibid. l. 8: <ar>وكذلك جزء المال"", ""هو الجزء المسمى لعدده</ar> (« pareillement la partie du carré est la partie dénommée d’après le"", ""« nombre égal à ce carré »)."", ""In <n>Iohannis Hispalensis</n> (saec. XII) <i>Libro algorismi de pratica arismetrice</i>"", ""(Trattati d’aritmetica pubblicati da B. Boncompagni, Roma 1857, fasc. II), ex Arabicis"", ""scriptis hausto, p. 49: « Licet cuiuslibet numeri partium denominatio possit fieri infinitis"", ""« modis, secundum infinitos numeros, placuit tamen Indis, denominationem suarum fractio-"", ""« num facere a sexaginta »; complura alia exempla p. 55–70."", ""De voce <i>nisbah</i> « ratione » eodem quo <i>tasmiyah</i> sensu adhibita, breviter p. 326–27"", ""dixi. Similiter Hebraice, in arithmetica priore XII saec. medietate ab <n>Abrāhām bar"", ""Ḥiyyā</n> confecta, caput <i>ḥālōq minyān ‘al minyān</i> « de divisione numeri [maioris] per"", ""« numerum [minorem] » distinguitur a capite <i>lē da‘at qeṣeb minyān mim-minyān</i>"", ""« de cognitione rationis numeri ad numerum » i. e. de dividendo minore per maiorem (1)."", ""Eodem sensu <n>Abrāhām ibn ‘Ezrā</n> (XII saec.) vocem <i>‘ērek</i> « rationem » usurpat (2).""]"	REGISTERED_NOT_APPLIED	none
