anchor	master_pdf_page	printed_page	source_id	section	role	record_kind	locator_type	pixel_line_bbox	source_markup
AB01-PDF0092-body-L040	92	3	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	de partibus disci lunaris in quibus obscuratio et emersio fiunt; denique de harum rerum
AB01-PDF0092-body-L041	92	3	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	figura et cognitione per calculum aut per tabulas.
AB01-PDF0092-body-L042	92	3	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	XLIV. De eclipsibus Solis, earumque quantitatibus et temporibus in qualibet regione;
AB01-PDF0092-notes_left-L001	92	3	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(1) Textus, ut Plato, satis ambigue: « et de eo
AB01-PDF0092-notes_left-L002	92	3	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	« quod apparet cum eo ex (vel ab) locis distantiae
AB01-PDF0092-notes_left-L003	92	3	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	« Solis maximae ex (vel ab) gradibus signorum ».
AB01-PDF0092-notes_right-L001	92	3	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Auctor vult: quae fiat Solis longitudo, ab apogeo
AB01-PDF0092-notes_right-L002	92	3	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	supputata, propter inaequalem motum Solis.
AB01-PDF0092-notes_right-L003	92	3	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(2) I. e. de vera Lunae longitudine.
AB01-PDF0092-margins-L001	92	3	SRC01	margins	NALLINO_APPARATUS	source_marginal_register	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	p. 4.
AB01-PDF0092-margins-L002	92	3	SRC01	margins	NALLINO_APPARATUS	source_marginal_register	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	p. 5.
AB01-PDF0092-margins-L003	92	3	SRC01	margins	NALLINO_APPARATUS	source_marginal_register	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	5; 10; 15; 20; 25; 30; 35; 40.
AB01-PDF0093-body-L001	93	4	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	de partibus disci solaris a quibus eclipsis incipit aut desinit; nec non de harum rerum
AB01-PDF0093-body-L002	93	4	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	figura et cognitione per calculum et per tabulas.
AB01-PDF0093-body-L003	93	4	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	XLV. De quinque planetarum locis in ecliptica quolibet tempore.
AB01-PDF0093-body-L004	93	4	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	XLVI. De stationibus et regressibus quinque planetarum.
AB01-PDF0093-body-L005	93	4	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	XLVII. De latitudinibus quinque planetarum, et latitudinum plagis in Caelo.
AB01-PDF0093-body-L006	93	4	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	XLVIII. De apparitionibus et occultationibus quinque planetarum.
AB01-PDF0093-body-L007	93	4	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	XLIX. De novem figuris, in quibus stellae fixae et nonnulli planetarum respectu Solis
AB01-PDF0093-body-L008	93	4	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	inveniri possunt.
AB01-PDF0093-body-L009	93	4	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	L. De longinquitatibus planetarum a Terra, et de eorum diametrorum, corporum et sphae-
AB01-PDF0093-body-L010	93	4	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	rarum magnitudine.
AB01-PDF0093-body-L011	93	4	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	LI. De motu reliquarum stellarum ex observationibus cognito, et de earum locis in ta-
AB01-PDF0093-body-L012	93	4	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	bulis describendis iuxta longitudines ac latitudines.
AB01-PDF0093-body-L013	93	4	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	LII. De erroribus quibus scatet astrologorum sententia, sphaeram caelestem habere mo-
AB01-PDF0093-body-L014	93	4	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	tum translationis prorsum et retrorsum.
AB01-PDF0093-body-L015	93	4	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	LIII. De temporibus revolutionum annorum, quae habentur cum Sol ad locum redierit a
AB01-PDF0093-body-L016	93	4	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	quo prius venerat.
AB01-PDF0093-body-L017	93	4	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	LIV. De veris applicationum [astrologicarum] quantitatibus, quae iuxta latitudines stel-
AB01-PDF0093-body-L018	93	4	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	larum super eclipticam radios proiicientium, eveniunt.
AB01-PDF0093-body-L019	93	4	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	LV. De ascensionibus signorum in quadrantibus sphaerae.
AB01-PDF0093-body-L020	93	4	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	LVI. De conficienda et loco suo aptanda tabula marmorea, sive erecta sive extensa, qua
AB01-PDF0093-body-L021	93	4	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	horae temporales diei in qualibet urbe cognoscuntur; item de directione meridiei, et de co-
AB01-PDF0093-body-L022	93	4	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	gnitione azimuth qiblae, id est azimuth Meccae, per illam tabulam.
AB01-PDF0093-body-L023	93	4	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	LVII. Finis libri: de conficiendo (1) instrumento ad similitudinem sphaerae caelestis, quod
AB01-PDF0093-body-L024	93	4	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	<i>al bayḍah</i> « ovum » appellatur; item de duobus instrumentis ad observationes faciendas in-
AB01-PDF0093-body-L025	93	4	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	servientibus.
AB01-PDF0093-body-L026	93	4	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Haec est explicatio divisionis libri, qui LVII capita complectitur; laus igitur Deo ob eius
AB01-PDF0093-body-L027	93	4	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	auxilium. Estque Deus Muḥammadi propitius.
AB01-PDF0093-body-L028	93	4	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	<center><b>CAPUT I.</b></center>
AB01-PDF0093-body-L029	93	4	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	<center><n>Libri initium.</n></center>
AB01-PDF0093-body-L030	93	4	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Dicit [auctor]: Rerum omnium, sermonum omnium exordium capiendum est a laude Dei,
AB01-PDF0093-body-L031	93	4	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	cuius nomen excellit, et a gratiarum ob eius beneficia actione, nec non a precibus pro si-
AB01-PDF0093-body-L032	93	4	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	gillo legatorum et prophetarum (2), super quos sunt salus et Dei misericordia atque bene-
AB01-PDF0093-body-L033	93	4	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	dictiones.
AB01-PDF0093-body-L034	93	4	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Laus Deo, qui potentia sua creaturas creat, et res ad libitum disponit atque sapienter
AB01-PDF0093-body-L035	93	4	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	confirmat; qui <i>omnia suā scientiā amplectitur</i> (3) <i>ac numerat</i> (4); <i>quem ne quidem pon-
AB01-PDF0093-body-L036	93	4	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	dus atomi in Caelis et Terra latet, nulla enim est vel minor vel maior res, quin libro
AB01-PDF0093-body-L037	93	4	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	perspicuo</i> (5) <i>contineatur</i> (6). Profiteor itaque nullum esse Deum praeter Deum unicum, cui
AB01-PDF0093-notes_left-L001	93	4	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(1) Pro <ar>ضعة</ar> « conlocatione » codicis, legendum
AB01-PDF0093-notes_left-L002	93	4	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	suspicor <ar>صنعة</ar> « confectionem »; Plato: « faciendo ».
AB01-PDF0093-notes_left-L003	93	4	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(2) I. e. Muḥammad; cfr. Qorānum XXXIII, 40.
AB01-PDF0093-notes_left-L004	93	4	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(3) Qor. LXV, 12.
AB01-PDF0093-notes_right-L001	93	4	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(4) Qor. LXXII, 28.
AB01-PDF0093-notes_right-L002	93	4	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(5) Quem apud Deum esse Muslimi putant.
AB01-PDF0093-notes_right-L003	93	4	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(6) Qor. XXXIV, 3.
AB01-PDF0093-margins-L001	93	4	SRC01	margins	NALLINO_APPARATUS	source_marginal_register	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	p. 6.
AB01-PDF0093-margins-L002	93	4	SRC01	margins	NALLINO_APPARATUS	source_marginal_register	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	5; 10; 15; 20; 25; 30; 35; 40.
AB01-PDF0094-body-L001	94	5	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	non sunt socii; profiteor Muḥammad eius servum ac legatum esse, <i>quem Deus cum dire-
AB01-PDF0094-body-L002	94	5	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	ctione et religione vera misit, ut, nolentibus quidem polytheistis, eam super omnem
AB01-PDF0094-body-L003	94	5	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	aliam religionem victricem ostenderet</i> (1); per quem Deus recta via fideles duxit <i>et usque
AB01-PDF0094-body-L004	94	5	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	ad ultimum infidelium cecīdit</i> (2); quem denique Deus posuit argumentum evidens in sae-
AB01-PDF0094-body-L005	94	5	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	cula. Propitius erit Deus Muḥammadi, optimae eius genti, sociis eius electis, et legis eius as-
AB01-PDF0094-body-L006	94	5	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	seclis, usque ad extremi iudicii diem.
AB01-PDF0094-body-L007	94	5	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Inter scientias omnium nobilissimas, praestantissimas ac venustissimas, inter eas quae ma-
AB01-PDF0094-body-L008	94	5	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	xime cor allectant, animum exornant, mentem intuitumque acuunt, et intelligentiae fomiti,
AB01-PDF0094-body-L009	94	5	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	ingenio exercitio sunt, post res quas nulli homini ignorare licet ex religionis legibus atque
AB01-PDF0094-body-L010	94	5	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	institutis, locum obtinet scientia stellarum. Idque ob maximam delectationem atque insignem
AB01-PDF0094-body-L011	94	5	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	utilitatem quae habentur in cognoscendis annorum mensiumque spatiis, horarum metiendarum
AB01-PDF0094-body-L012	94	5	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	arte, temporum partibus, diei noctisque incremento et decremento, Solis et Lunae locis ecli-
AB01-PDF0094-body-L013	94	5	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	psibusque, siderum progressu regressu et mutabilibus figuris (3), sphaerarum ordinibus, nec non
AB01-PDF0094-body-L014	94	5	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	ceteris rebus cognatis iis, ad quas homo, haec diligenter inspiciens ac diuturno studio meditans,
AB01-PDF0094-body-L015	94	5	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	pervenit, demonstrationem scilicet unitatis Dei et cognitionem ingentis magnitudinis, summae
AB01-PDF0094-body-L016	94	5	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	sapientiae, maximae potentiae, mirabilis industriae Creatoris. Dicit enim Deus Optimus Maximus:
AB01-PDF0094-body-L017	94	5	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	<i>In creatione Caelorum et Terrae, in alterna noctis et diei vice, sine dubio pro intelligen-
AB01-PDF0094-body-L018	94	5	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	tibus signa sunt</i> (4); — <i>Benedictus qui zodiaci signa in Caelo posuit</i> (5); — <i>Ille est qui
AB01-PDF0094-body-L019	94	5	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	alterna vice noctem et diem posuit</i> (6); — <i>Ille est qui Solis splendorem, Lunae nitorem
AB01-PDF0094-body-L020	94	5	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	et mansiones fecit, ut vos annorum numerum atque calculum cognosceretis</i> (7); — <i>Sol
